项目ID,项目编号,项目名称,项目金额,业务模式,业务条线,租赁模式,项目状态,客户ID,客户名称,客户经理ID,客户经理名称,部门ID,部门名称,机构ID,机构名称,项目资金用途,国家,省份,市,地区,详细地址,项目第一偿还来源,项目第二偿还来源,租赁物描述,争议解决方式,数据版本,创建人,创建时间,最后修改人,最后修改时间,单据来源主键,单据来源类型,出租人机构ID,业务单据类型,总裁审批状态,是否上预审会,是否上审决会,删除标识,审批结束时间,总裁审批通过时间,决策有效期,全投资内部收益率,租赁利率,调整方式,保证金比例及收取方式,手续费比例及收取方式,租金支付方式,审决会投票委员,项目来源,客户initId,项目初始化id,业务变更版本号,业务属性,业务类型,租赁物类型,项目资金类型,业务条线类型
KF18SJQYlj7000018qr5,201700006,柯坪海鑫设备回租,172000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000007s7,柯坪海鑫光伏发电有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,补充流动资金,156.0,新疆维吾尔自治区,阿克苏地区,柯坪县,柯坪县启浪乡,电费收入,股东代偿,,litigation,4,102647,2019-04-08 22:00:11,102647,2021-01-08 16:26:17,a5f9cf44-b7d6-4129-9cf0-d9c1a961df73,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000007s7,fbd2aa67-2da9-4ce9-b971-c49680bbace5,,未知,未知,未知,补充流动资金,光伏
KF18SJQYlj7000018snf,201600089,中科蓝天（包头）风电投资有限公司,537000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,KF18SJQYlj200000061j,中科蓝天（包头）风电投资有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买设备,156.0,内蒙古自治区,包头市,达尔罕茂明安联合旗,内蒙古自治区包头市达茂旗政府办公大楼433室,风电发电收入,,,litigation,3,102671,2019-04-08 22:03:37,102671,2021-01-14 15:41:36,a6a8bc0c-7265-4314-a4b2-a7c15473e1d9,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj200000061j,a2ced222-f813-4770-b211-39bc888c4a8b,,未知,未知,未知,设备采购,风电
KF18SJQYlj7000018z5c,201700372,新疆国电投新昌吉2*660MW火电项目,1000000000.0,普通融资租赁,能源类股东-其他,直租,PASS,KF18SJQYlj20000007ve,中电投新疆能源化工集团五彩湾发电有限责任公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,支付EPC设备款项,156.0,新疆维吾尔自治区,昌吉回族自治州,,新疆昌吉州准东经济技术开发区中电投五彩湾北二电厂（彩北社区）,项目发电收益,国电投新疆公司提供连带责任担保的担保函,,litigation,4,102671,2019-04-08 22:12:57,102671,2021-01-18 22:01:36,3dddaa59-f490-41e5-a8dd-59a9a5650ac9,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000007ve,ca8d1bf1-0c36-4594-a224-3a9f3143b996,,未知,未知,未知,EPC款项,其他能源
KF18SJQYlj700001arxq,201700259,顺风冀三龙50MWp光伏项目,250000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000007qk,河北三龙电力科技有限公司,102615,袁利山,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC建设资金,156.0,河北省,张家口市,尚义县,河北省张家口市尚义县石井乡人民政府院内,光伏发电收入,担保方担保,,litigation,4,102615,2019-04-13 23:18:44,102615,2021-06-21 13:01:18,0a429821-6a41-42f2-a54a-df2140de634c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000007qk,e14ab9e1-767e-4a02-988b-c35a2d3c3952,,未知,未知,未知,EPC款项,光伏
KF18SJQYlj700001as2j,201700260,顺风冀顺能50MWp光伏项目,270000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000007r4,尚义县顺能光伏电力有限公司,102615,袁利山,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC建设资金,156.0,河北省,张家口市,尚义县,河北省张家口市尚义县石井乡人民政府院内,光伏发电收入,担保方担保,,litigation,4,102615,2019-04-13 23:18:45,102615,2021-06-21 13:01:18,ddbf2710-314c-4364-82ad-d09c19536510,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000007r4,6006d16f-7a10-4b3c-9033-ccef97188300,,未知,未知,未知,EPC款项,光伏
KF18SJQYlj700001as5r,201700040,顺风冀阳原50MWp光伏项目,506489491.1,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000007rg,阳原聚格光电科技有限公司,102615,袁利山,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC建设资金,156.0,河北省,张家口市,阳原县,阳原县浮图讲村东街5排13号,光伏发电收入,担保方担保,,litigation,5,102615,2019-04-13 23:18:47,102615,2021-06-21 13:01:18,050b6c31-25fb-48bf-a46b-98d2f7bd591b,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000007rg,7a9fc729-962e-4038-968f-66c8968a72b8,,未知,未知,未知,EPC款项,光伏
KF18SJQYlj700001cmyw,201600275,邹平齐星开发区热电有限公司,200000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,KF18SJQYlj20000003zd,邹平齐星开发区热电有限公司,102655,何振飞,yls_dev10000005bq0r,公共健康业务部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,购买燃煤、支付工程款,156.0,山东省,滨州市,邹平县,邹平县城东经济开发区,企业经营收入,担保人代偿,,litigation,5,102655,2019-05-08 22:00:38,102655,2019-05-08 22:00:38,093097a9-d5e4-45ad-b072-7ec9569e8c16,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000003zd,24658136-aebc-4bc7-9e19-bf8c21021851,,未知,未知,未知,设备采购,其他能源
KF18SJQYlj700001cn30,201600294,云南龙禹电力发展有限公司,280000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj200000055r,云南龙禹电力发展有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,"（1）、归还农发行借款1.76亿元，承租人方可取回有关抵押物； （2）、支付第三台机组设备及安装款0.1亿元；目前，龙门水电站大坝、引水隧道、水电发电机房、变送电工程等已完工,第一台机组于2015年5月已静态动态调试,第二台机组于2015年6月上旬开始静态动态调试，并于7月第一、第二台机组并网发电运行。第三台机组计划2015年10月安装调试发电，目前就因为欠付设备款，严重影响了工程进度； （3）、退还工程质保金0.2亿元，施工方才会协助承租人顺利办理竣工手续； （4）、归还湖南楚源水电投资集团有限公司（龙禹公司系由楚源水电投资集团有限公司控股，持股比例为89.19%。）2013年、2014年代偿农发行还款0.38亿元，此部分资金湖南楚源水电投资集团有限公司将用于梯级雨果水电站建设； （5）、租赁保证金采用投放中扣除的方式，需扣除0.28亿元；首笔融资顾问费0.07亿元于下款前一日支付（承租人先自筹，投放后再取得）；合计0.35亿元。个工作日内支付的方式，需支付1380万元。",156.0,云南省,玉溪市,峨山彝族自治县,云南省玉溪市峨山县大龙潭乡雨都莫村龙门水电站,发电收入,湖南水总水电建设集团有限公司连带担保,,litigation,4,102628,2019-05-08 22:00:41,102628,2021-01-08 17:32:17,b832ee4f-104d-4fb4-83d7-efba908669d1,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj200000055r,14d60892-d681-4131-9709-9e4a83a3e55d,,未知,未知,未知,偿还债务,水电
KF18SJQYlj700001ctrx,201700003,蒙自奥特斯维光伏电站设备直租,300000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,KF18SJQYlj20000005p0,蒙自奥特斯维光伏发电有限公司,102671,罗青峰,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,电站建设,156.0,云南省,红河哈尼族彝族自治州,蒙自市,西北勒乡洛戈底地区,电站发电收入,海润光伏科技有限公司和华君控股有限公司连带责任担保,,litigation,4,102628,2019-05-08 22:00:45,102628,2021-01-08 16:40:50,95bec32d-f7a2-4a18-bb27-28bc58ac985c,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,,,1,,,,,,,,,KF18SJQYlj20000005p0,bcfcc30f-84a6-4778-aa82-ed6067d1c88e,,未知,未知,未知,项目建设,光伏
KF18SJQYlj700001cu6p,201600403,中宁百事德太阳能发电有限公司,50000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,KF18SJQYlj20000005z7,中宁百事德太阳能发电有限公司,102601,艾华达,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,中宁县红梧山村管理委员会,156.0,宁夏回族自治区,中卫市,中宁县,,承租人收入来源,,,litigation,6,102628,2019-05-08 22:00:47,102601,2024-01-04 10:12:05,5598d710-1172-48df-a580-ba3716e65535,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,参照2015年10月24日央行五年以上LENDING_RATE4.90%利率加点值128.00BP，即6.18%。,浮动利率,,,,,,KF18SJQYlj20000005z7,73116fda-4ea4-46b1-85f4-2da6f262be68,,未知,未知,未知,其他,光伏
KF18SJQYlj700001cuh7,201600311,云南南磷集团电化有限公司,200000000.0,普通融资租赁,能源类股东-其他,回租,PASS,KF18SJQYlj20000006bl,云南南磷集团电化有限公司,102601,艾华达,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,承租人经营周转,156.0,云南省,昆明市,寻甸回族彝族自治县,云南省昆明市寻甸县金所乡工业小区,承租人经营收入,云南南磷集团公司连带责任担保,,litigation,3,102563,2019-05-08 22:00:49,102563,2021-01-08 13:37:37,7ddeaa39-d17e-4bc5-a85d-971d1e633ffe,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,,,0,,,1,,,,,,,,,KF18SJQYlj20000006bl,7f3d272e-2ed7-49e9-bb08-dc9182b8e6d7,,未知,未知,未知,补充流动资金,其他能源
KF18SJQYlj700001cveh,201600314,美太青共和新特20MW回租项目,140000000.0,普通融资租赁,新能源市场化水电,回租,PASS,KF18SJQYlj20000008j9,共和县新特光伏发电有限责任公司,102628,谢涛,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,采购光伏设备,156.0,青海省,海南藏族自治州,共和县,青海省共和县光伏发电园区,电站电费收入,担保人垫付,,litigation,4,102628,2019-05-08 22:01:01,102628,2020-07-08 16:40:02,89475a8e-c465-4197-8b14-29c4e5664632,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,,0,,,1,,,,,,,,,KF18SJQYlj20000008j9,cfdd1e4b-3651-4273-92c3-e2f80dafdc3e,,未知,未知,未知,设备采购,水电
yls_kf100000012unv,XM2018090003,恒久安泰辽铁西煤改电项目,4400000.0,普通融资租赁,能源类市场化-其他,直租,PASS,yls_kf100000012unx,沈阳恒久安泰新能源热力有限公司,102555,郭振玉,yls_dev10000005bq0x,计划财务部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于购买供热热源站设备,156.0,,,,,供热收入,沈阳恒久安泰环保与节能科技有限公司提供连带责任担保,供热热源站的全套设备,litigation,4,102656,2018-09-13 15:45:49,102656,2022-02-21 15:24:29,0d6c0fbc-c969-474b-ada7-34aa886f13ee,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2018/10/15,,1,,,,,,,,,yls_kf100000011mie,5ed8c3e6-1b41-4efe-a26e-db477d1b9787,,未知,未知,供热设备,设备采购,其他能源
yls_kf100000013hv9,XM2018090005,ISQ鲁垦利光达40MW光伏项目,240000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kf100000013hvb,垦利光达新能源有限责任公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换北京银行贷款及偿还剩余总包款,156.0,山东省,东营市,垦利区,,电站发电收益,,40MW光伏电站,,3,102610,2018-09-17 14:24:33,102610,2022-10-08 14:43:20,3d817195-fa31-43f9-9bae-d28c50900c71,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2018/11/12,,1,,,,,,,,,yls_kf100000012cz6,6ba603de-2c60-44c2-9be1-086cfdbcf51d,,未知,未知,光伏设备,置换/偿还融资,光伏
yls_kf100000015s2r,XM2018100001,东方日升56.88MW分布式光伏转租赁项目,143000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kf100000015s2t,东方日升融资租赁有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,本项目申请的融资租赁款用于补充承租人流动资金。,156.0,上海市,市辖区,浦东新区,江苏、浙江、河南、湖北四省,东方日升融资租赁有限公司项目租金回款,,光伏电站发电及输电设备,litigation,5,102632,2018-10-16 14:18:39,102632,2022-10-08 15:02:53,334784e7-d7c7-4ae7-a5a4-7d2786cc81b3,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2018/11/12,,1,,,,,,,,,yls_kf100000015c3i,429ccf1d-f394-41f1-b303-9a2f5cadbf77,,未知,未知,光伏设备,补充流动资金,其他能源
yls_kf10000001f0va,XM2018110016,上电滇巧家70MW集中式光伏扶贫直租项目,320000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kf10000001f0vc,巧家兴蓝能源科技有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,光伏电站发电及配套设备的采购款,156.0,云南省,昭通市,巧家县,云南省昭通市药山镇洗羊塘村,电站发电收入,上海上电新达新能源科技有限公,巧家、镇雄70MW光伏电站发电,litigation,4,102610,2018-11-30 15:28:02,102610,2022-10-08 14:43:20,8d67249a-d4ec-4e01-a90a-82a39cd48db1,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2018/12/14,,1,,,,,,,,,yls_kf10000001eo41,b08e2554-dbd7-45b5-8010-c33496ef7288,,未知,未知,光伏设备,设备采购,光伏
yls_kf10000001gqti,XM2018120003,海航京实业运输设备售后回租项目,244365500.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kf10000001gqtk,海航实业集团有限公司,102596,刘远洋,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,本项目售后回租资金用于我司购买承租人运输设备,156.0,北京市,市辖区,朝阳区,建国路108号18层A区,海航实业经营收入,海航商业控股有限公司,交通运输设备,litigation,4,102647,2018-12-10 17:30:37,102647,2021-01-11 15:16:11,f3cad8b5-e763-4b21-9404-da2e1c5e2961,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2018/12/17,,1,,,,,,,,,yls_kf10000001gblk,d6eca890-24a2-47f4-9e7a-b4b4f12e08ae,,未知,未知,其他设备,设备采购,其他能源
yls_kf10000001ofi4,XM2019010005,协鑫豫永城80WM光伏项目,350000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kf10000001ofi6,永城鑫能光伏电力有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,光伏发电设备,litigation,5,102610,2019-01-22 09:19:21,102610,2022-10-08 14:43:20,b6efd967-38fa-444f-8501-d26d11f4970d,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/01/25,,1,,,,,,,,,yls_kf10000001o8yf,161b7ca6-ca7c-4d44-ba28-47eb1cdb2aee,,未知,未知,光伏设备,未知,光伏
yls_kflj7000030rgl,XM2019050010,兴义市电力有限责任公司,200000000.0,普通融资租赁,能源类市场化-其他,回租,PASS,yls_kflj7000030rgn,兴义市电力有限责任公司,102614,卢海亮,yls_dev10000005bq11,资产管理部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,收购水电站，支付收购款,156.0,,,,贵州省黔西南州兴义市,售电收入,股东其他板块业务经营收益,电力设备、供电网络,litigation,6,102661,2019-05-30 22:21:20,102573,2023-05-24 09:46:10,ace6f93e-a43f-4cbc-949c-17af76f64095,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/06/25,,1,,参照2015年10月24日央行五年以上LENDING_RATE4.90%利率加点值269.50BP，即7.60%。,浮动利率,,,,,OTHER,yls_kflj700002uaqf,4ecb71b7-248f-423f-85a9-deddc8d98ba4,,未知,未知,其他设备,资产收购,其他能源
yls_kflj70000356sl,XM2019060003,嘉昊鲁东营唐正100MW渔光互补光伏设备直租项目,300000000.0,普通融资租赁,新能源市场化-光伏,直租,PASS,yls_kflj70000356sn,东营唐正能源科技有限公司,102616,吴怡,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,建设电站,156.0,,,,山东省东营市河口区,电费收入,连带担保,光伏发电站设备,compulsoryNotarization,4,102616,2019-06-11 08:36:18,102616,2022-04-24 12:15:13,514206f4-06b9-4ff2-a162-fa78e3dd4435,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/06/21,,1,,,,,,,,,yls_kflj700002yz6l,cfee9cd1-0814-4ef6-8ae0-4438f4c78833,,未知,未知,光伏设备,项目建设,光伏
yls_kflj700003pfth,XM2019070003,协鑫青百能10MW光伏项目,40000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700003pftj,青海百能光伏投资管理有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,用于支付光伏电站的设备采购款、施工总包款,156.0,青海省,海东市,化隆回族自治县,,电站电费收入,,光伏发电设备,litigation,4,102610,2019-07-11 13:56:01,102610,2022-10-08 14:43:20,9310c56a-fade-41fd-8021-efab09e440b0,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/08/12,,1,,,,,,,,,yls_kflj700003mnuu,12d0a687-adca-497b-b632-6d1614382b3a,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700003pfuf,XM2019070004,协鑫青化隆20WM光伏项目,100000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700003pfuh,化隆协合太阳能发电有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,青海省,海东市,化隆回族自治县,,电站发电收入,担保方连带责任担保,光伏发电设备及配套设施,,3,102610,2019-07-11 13:58:09,102610,2022-10-08 14:43:20,82e2d157-e91a-49da-a49e-992abf0ccb41,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/08/12,,1,,,,,,,,,yls_kflj700003p5q0,9190fd48-ea67-43a1-8c16-5201343ba444,,未知,未知,光伏设备,未知,光伏
yls_kflj700003psfu,XM2019070005,江苏蓝天黑肇源20MW光伏设备售后回租项目,80000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700003psfw,肇源蓝天蓝新能源发电有限公司,102632,李艳茹,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,置换华能贵诚信托融资款、归还EPC款、股东借款及补充流动资金,156.0,黑龙江省,大庆市,肇源县,肇源县的大兴乡,电费发电收入,江苏蓝天及实际控制人夫妻提供连带责任担保,20MW光伏电站发电设备及配套设施,litigation,4,102632,2019-07-13 16:27:08,102632,2022-10-08 15:02:53,b9643113-b27d-4c5f-a597-68c9d92645de,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/07/30,,1,,,,,,,,,yls_kflj700003p9co,b1dfceb0-9eff-43ae-99c7-af932b9367b3,,未知,未知,光伏设备,置换/偿还融资,光伏
yls_kflj700003s07y,XM2019070008,联合鲁烟台50MW光伏设备售后回租项目,180000000.0,普通融资租赁,新能源市场化-光伏,直租+回租,PASS,yls_kflj700003s080,烟台吉顺光电科技有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,为置换融资款及工程建设款、股东借款及补充公司流动资金,156.0,山东省,烟台市,牟平区,山东烟台市牟平区水道镇,光伏电站发电收益,联合光伏（常州）投资集团有限公司提供担保,光伏电站发电及配套设备,litigation,4,102670,2019-07-19 10:56:14,102670,2021-12-09 15:21:44,4d8d7389-0ef5-422d-a8b4-cae6edd0a8d6,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/07/30,,1,,,,,,,,,yls_kflj700003ppyb,8224bc65-8dba-4c94-b06c-bbea24d4586d,,未知,未知,光伏设备,置换/偿还融资,光伏
yls_kflj700003trcb,XM2019050005,正信光电蒙乌拉特20MW光伏回租项目,80000000.0,普通融资租赁,新能源市场化-光伏,回租,PASS,yls_kflj700003trcd,内蒙古蒙发电力开发有限公司,102670,邹林材,yls_dev10000005bq0q,能源业务三部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,补充企业现金流,156.0,内蒙古自治区,巴彦淖尔市,乌拉特中旗,,电站电费收入,正信光电提供连带责任担保,光伏发电站的发电设备及配套设施,litigation,4,102670,2019-07-23 22:28:56,102670,2021-03-08 15:03:05,3f7016c2-db6e-45c4-abc3-87b16657c86a,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/08/05,,1,,,,,,,,,yls_kflj700002nf6m,cfa0a924-b03f-4afd-8180-3ea6b25e86b1,,未知,未知,光伏设备,补充流动资金,光伏
yls_kflj7000045zed,XM2019080009,陕西国电投延安子长寺湾50MW风电项目,100000000.0,普通融资租赁,新能源股东-风电,直租,PASS,yls_kflj7000045zef,延安市子长新能源开发有限责任公司,102665,杨洋,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,,156.0,,,,,,,风电站发电、输电设备,,3,102665,2019-08-07 10:33:17,102665,2021-12-22 11:33:43,e5b78edc-c614-43eb-aff7-9ecd243ab1be,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/11/14,,1,,,,,,,,,yls_kflj700003pmty,db26ae6e-b1fb-4175-9216-11dbedb1af6e,,未知,未知,风电设备,未知,风电
yls_kflj7000046zvg,XM2019080012,贵电晋薛公岭50MW风电直租项目,300000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,yls_kflj7000046zvi,吕梁市离石区上元新能源有限公司,102664,谭晖,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC价款,156.0,山西省,吕梁市,离石区,薛公岭,项目发电收入,中国电建贵州工程公司差额垫付,风机、塔筒和升压站及其附属设施,litigation,5,102664,2019-08-12 18:43:57,102664,2021-12-14 11:33:04,051e4acc-8b5e-48d8-aa90-9b5b7617c1bf,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,,0,2019/09/10,,1,,,,,,,,,yls_kf100000012ei4,68c63ddb-7e6e-4f3a-8ef8-aec994d6d6c4,,未知,未知,风电设备,EPC款项,风电
yls_kflj7000046zy5,XM2019080013,贵电晋于家背50MW风电直租项目,316000000.0,普通融资租赁,新能源市场化-风电,直租,PASS,yls_kflj7000046zy7,吕梁乾德新能源有限公司,102664,谭晖,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,偿还EPC工程款,156.0,山西省,吕梁市,离石区,于家背,项目发电收入,中国电建贵州工程公司差额补足,风机、塔筒和升压站及其附属设施,litigation,5,102664,2019-08-12 18:50:15,102664,2021-12-14 11:33:04,b511714a-4428-424a-a157-8ebb92d2ee28,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,0.0,,0,2019/09/10,,1,,,,,,,,,yls_kf100000012axf,89cea74f-9a48-4603-9ee3-d57c79a6862b,,未知,未知,风电设备,EPC款项,风电
yls_kflj700004hfvm,XM2019070013,三一豫西平50MW风电项目,405000000.0,普通融资租赁,新能源股东-风电,直租+回租,PASS,yls_kflj700004hfvo,西平天恒新能源有限公司,102665,杨洋,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,主要用于三一豫西平50MW风电电站发电及输电设备的采购。,156.0,河南省,驻马店市,西平县,河南省驻马店市西平县境内,发电收入,西平天恒股东变更为无锡安普后，无锡安普提供连带责任保证,风电电站的发电设备及配套设,litigation,4,102665,2019-08-30 13:43:42,102665,2022-03-24 14:21:44,79fbe50a-7b1c-41bc-883c-dbb78a2134d1,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/03,,1,,,,,,,,,yls_kflj700003zkfn,fd4b3949-5468-4ec9-8713-9085ba87097e,,未知,未知,风电设备,设备采购,风电
yls_kflj700004lfd4,XM2019090005,威宁贵仙水窝100MW集中式光伏项目,344000000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lfd6,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,贵州省威宁彝族回族苗族自治县黑石头镇高山村及水平村西侧,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 09:51:13,102610,2022-10-08 14:43:20,fdaacb97-cb56-48bf-9c6e-2d138f6bf16f,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,b494401f-86f6-42fc-b84e-db84375b7220,,未知,未知,光伏设备,设备采购,光伏
yls_kflj700004lfnm,XM2019090006,威宁贵箐口营60MW集中式光伏项目,206400000.0,普通融资租赁,新能源股东-光伏,直租,PASS,yls_kflj700004lfno,国家电投集团贵州金元威宁能源股份有限公司,102610,王婳楠,yls_kflj70000k323e,能源业务二部,yls_dev10000005bq0g,中国康富国际租赁股份有限公司,集中式光伏电站的发电及配套设备的采购,156.0,贵州省,毕节市,威宁彝族回族苗族自治县,贵州省威宁彝族回族苗族自治县麻乍乡镇箐口营附近,项目发电收益,,光伏电站发电设备,litigation,4,102610,2019-09-10 11:12:57,102610,2022-10-08 14:43:20,be7fe2b5-cfb3-4ad6-8622-de0a11455edb,BUSINESS_APPLY,yls_dev10000005bq0g,STATISTIC,,1.0,,0,2019/09/20,,1,,,,,,,,,yls_kflj7000029hgr,50120c15-c22b-42f4-a1d0-01711c8930dc,,未知,未知,光伏设备,设备采购,光伏
